doi,url
10.1111/j.1471-0374.2012.00368.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1471-0374.2012.00368.x
10.1080/00221341.2012.682226,http://www.tandfonline.com/doi/abs/10.1080/00221341.2012.682226
10.1002/ejoc.201000084,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/ejoc.201000084
10.1002/ajh.23495,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/ajh.23495
10.1111/j.1755-0998.2008.02406.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1755-0998.2008.02406.x
10.1145/2491491.2491493,https://dl.acm.org/citation.cfm?doid=2491491.2491493
10.1002/jrs.4038,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jrs.4038
10.1002/rnc.1758,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/rnc.1758
10.1002/prep.201200200,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/prep.201200200
10.1002/2013gb004600,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/2013GB004600
10.1002/ece3.50,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/ece3.50
10.1364/optica.2.000434,https://www.osapublishing.org/optica/abstract.cfm?uri=optica-2-5-434
10.1002/marc.201400717,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/marc.201400717
10.1111/jmg.12038,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/jmg.12038
10.1002/nbm.1764,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/nbm.1764
10.1002/sce.20350,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/sce.20350
10.1111/j.1753-0407.2012.00228.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1753-0407.2012.00228.x
10.1002/chem.201203915,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/chem.201203915
10.1111/cga.12093,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/cga.12093
10.1002/bmb.20330,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/bmb.20330
10.1002/ca.20833,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/ca.20833
10.1111/j.1600-0706.2009.18311.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1600-0706.2009.18311.x
10.1002/jms.3371,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jms.3371
10.1055/s-0033-1333763,https://www.thieme-connect.de/DOI/DOI?10.1055/s-0033-1333763
10.1002/jcp.24446,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jcp.24446
10.5455/bcp.20151128021707,http://www.scopemed.org/fulltextpdf.php?mno=207969
10.1029/2011ja017280,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1029/2011JA017280
10.1002/anie.201410996,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/anie.201410996
10.1002/asi.23145,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/asi.23145
10.1111/j.1471-0528.2009.02238.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1471-0528.2009.02238.x
10.1002/cpe.1354,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/cpe.1354
10.1111/cgf.12231,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/cgf.12231
10.1002/cite.201000011,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/cite.201000011
10.1111/ctr.12170,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/ctr.12170
10.1002/mnfr.201100068,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/mnfr.201100068
10.1002/asi.23303,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/asi.23303
10.1002/jemt.22242,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jemt.22242
10.1038/clpt.2010.220,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1038/clpt.2010.220
10.1364/ao.53.00h227,https://www.osapublishing.org/ao/abstract.cfm?uri=ao-53-29-H227
10.1002/stc.363,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/stc.363
10.1111/j.1365-2958.2009.06937.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2958.2009.06937.x
10.1111/j.1365-2621.2009.01920.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2621.2009.01920.x
10.1111/arcm.12144,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/arcm.12144
10.1002/elps.200800690,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/elps.200800690
10.4103/0253-7613.169597,http://www.ijp-online.com/text.asp?2015/47/6/668/169597
10.1111/j.1365-2443.2011.01547.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2443.2011.01547.x
10.1364/oe.21.015664,https://www.osapublishing.org/oe/abstract.cfm?uri=oe-21-13-15664
10.1145/2785956.2790002,https://dl.acm.org/citation.cfm?doid=2785956.2790002
10.1002/hep.24255,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/hep.24255
10.1002/cncy.20126,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/cncy.20126
10.1002/14651858.cd006177.pub3,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/14651858.CD006177.pub3
10.1107/s1600536809046406,http://scripts.iucr.org/cgi-bin/paper?S1600536809046406
10.1002/bdd.770,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/bdd.770
10.1002/ijc.24962,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/ijc.24962
10.1111/j.1365-2311.2010.01231.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2311.2010.01231.x
10.1111/j.1468-1293.2008.00684.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1468-1293.2008.00684.x
10.1002/cmdc.201402376,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/cmdc.201402376
10.1111/j.1754-7121.2012.00234.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1754-7121.2012.00234.x
10.1002/pbc.24617,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/pbc.24617
10.1107/s1600536810004927,http://scripts.iucr.org/cgi-bin/paper?S1600536810004927
10.1002/sim.5557,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/sim.5557
10.1055/s-0030-1265144,https://www.thieme-connect.de/DOI/DOI?10.1055/s-0030-1265144
10.1111/j.1740-0929.2009.00684.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1740-0929.2009.00684.x
10.1590/s0101-20612012005000052,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612012000200021&lng=en&nrm=iso&tlng=en
10.2298/pan1406653o,http://www.doiserbia.nb.rs/Article.aspx?ID=1452-595X1406653O&AspxAutoDetectCookieSupport=1
10.4103/0973-1482.110371,http://www.cancerjournal.net/text.asp?2013/9/1/60/110371
10.1111/1755-0998.12099,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/1755-0998.12099
10.1111/bjhp.12005,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/bjhp.12005
10.1111/j.1365-3024.2009.01147.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-3024.2009.01147.x
10.1111/j.1445-5994.2012.02893.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1445-5994.2012.02893.x
10.1166/jnn.2009.1078,http://www.ingentaconnect.com/content/asp/jnn
10.1111/j.1469-1809.2010.00629.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1469-1809.2010.00629.x
10.1002/mus.24581,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/mus.24581
10.1111/jce.12010,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/jce.12010
10.1002/pon.1501,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/pon.1501
10.1002/jmv.22005,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jmv.22005
10.1107/s0907444913023512,http://scripts.iucr.org/cgi-bin/paper?S0907444913023512
10.1111/pcn.12083,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/pcn.12083
10.1111/j.1528-1167.2009.02324.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1528-1167.2009.02324.x
10.1002/chir.21032,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/chir.21032
10.1002/eej.20901,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/eej.20901
10.1111/j.1475-6773.2012.01438.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1475-6773.2012.01438.x
10.1111/j.1532-5415.2010.02764.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1532-5415.2010.02764.x
10.1107/s1600536809003456,http://scripts.iucr.org/cgi-bin/paper?S1600536809003456
10.1111/j.1468-0467.2012.00396.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1468-0467.2012.00396.x
10.1002/macp.201300216,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/macp.201300216
10.1111/j.1460-9568.2012.08127.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1460-9568.2012.08127.x
10.1002/jrs.2702,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jrs.2702
10.1111/aman.12294,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/aman.12294
10.1111/j.1479-828x.2012.01444.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1479-828X.2012.01444.x
10.1130/g34913.1,http://mr.crossref.org/iPage?doi=10.1130%2FG34913.1
10.1002/imhj.21411,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/imhj.21411
10.1002/ece3.1038,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/ece3.1038
10.1002/mawe.200800437,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/mawe.200800437
10.1111/j.1976-5118.2009.01019.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1976-5118.2009.01019.x
10.1021/ct500396b,http://pubs.acs.org/doi/abs/10.1021/ct500396b
10.1089/met.2011.0003,http://online.liebertpub.com/doi/abs/10.1089/met.2011.0003
10.1111/j.1365-2109.2011.03017.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2109.2011.03017.x
10.1002/cncr.27565,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/cncr.27565
10.1111/j.1469-8137.2010.03637.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1469-8137.2010.03637.x
10.1166/jnn.2011.5218,http://www.ingentaconnect.com/content/asp/jnn
10.1002/mnfr.201000472,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/mnfr.201000472
10.1002/ejoc.201000604,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/ejoc.201000604
10.1111/cch.12183,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/cch.12183
10.1002/adsc.200900163,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/adsc.200900163
10.1002/ejoc.200900023,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/ejoc.200900023
10.1002/hbm.21332,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/hbm.21332
10.1111/eea.12042,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/eea.12042
10.1111/j.1460-2466.2009.01436.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1460-2466.2009.01436.x
10.2298/jsc0904401y,http://www.doiserbia.nb.rs/Article.aspx?ID=0352-51390904401Y&AspxAutoDetectCookieSupport=1
10.1038/scientificamerican0811-80,http://www.nature.com/
10.1002/hc.20567,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/hc.20567
10.1111/jai.12458,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/jai.12458
10.1002/jso.21557,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jso.21557
10.1002/joc.3996,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/joc.3996
10.1002/erv.898,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/erv.898
10.1111/liv.12226,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/liv.12226
10.3892/ijmm.2013.1492,https://www.spandidos-publications.com/
10.1111/j.1365-2826.2012.02310.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2826.2012.02310.x
10.1002/bip.21182,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/bip.21182
10.1111/j.1365-2850.2011.01749.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2850.2011.01749.x
10.1002/esp.2013,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/esp.2013
10.1002/macp.201000151,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/macp.201000151
10.1111/j.1365-2621.2010.02388.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2621.2010.02388.x
10.1002/hec.2845,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/hec.2845
10.1002/jor.20844,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jor.20844
10.1111/j.1365-2702.2008.02769.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2702.2008.02769.x
10.1111/j.1365-2249.2011.04480.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2249.2011.04480.x
10.1364/oe.22.008120,https://www.osapublishing.org/oe/abstract.cfm?uri=oe-22-7-8120
10.1111/j.2042-7158.2010.01138.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.2042-7158.2010.01138.x
10.1111/j.1461-9563.2010.00501.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1461-9563.2010.00501.x
10.1002/jbmr.1774,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jbmr.1774
10.1002/ijc.25837,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/ijc.25837
10.1002/sim.5785,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/sim.5785
10.1590/0102-311x00194414,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015001002148&lng=pt&tlng=pt
10.1002/anie.201407447,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/anie.201407447
10.1055/s-2008-1027904,https://www.thieme-connect.de/DOI/DOI?10.1055/s-2008-1027904
10.1111/j.1551-2916.2012.05176.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1551-2916.2012.05176.x
10.1111/j.1095-8649.2009.02474.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1095-8649.2009.02474.x
10.1002/jcp.22541,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jcp.22541
10.1002/wcc.75,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/wcc.75
10.1002/mop.28642,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/mop.28642
10.1002/wcms.1149,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/wcms.1149
10.1002/jbm.b.31962,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jbm.b.31962
10.1002/adfm.201403680,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/adfm.201403680
10.1590/1414-431x20154645,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2015001201077&lng=en&tlng=en
10.1002/cne.22256,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/cne.22256
10.1002/zamm.201300297,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/zamm.201300297
10.1002/env.2202,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/env.2202
10.1111/j.1365-2516.2010.02275.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2516.2010.02275.x
10.1111/j.1365-2141.2010.08543.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2141.2010.08543.x
10.1111/j.1582-4934.2009.00975.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1582-4934.2009.00975.x
10.1002/chir.20775,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/chir.20775
10.1111/zsc.12113,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/zsc.12113
10.1111/j.1365-2702.2011.04021.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2702.2011.04021.x
10.1364/oe.23.0a1491,https://www.osapublishing.org/oe/abstract.cfm?uri=oe-23-24-A1491
10.1002/hlca.201400224,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/hlca.201400224
10.1111/j.1365-2222.2008.03104.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2222.2008.03104.x
10.4014/jmb.1206.06020,http://www.jmb.or.kr/journal/viewJournal.html?year=2013&vol=23&num=6&page=811
10.1111/ijfs.12578,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/ijfs.12578
10.1111/jan.12042,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/jan.12042
10.1111/j.1467-971x.2012.01772.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1467-971X.2012.01772.x
10.1145/1921659.1921665,https://dl.acm.org/citation.cfm?doid=1921659.1921665
10.1111/j.1532-950x.2009.00517.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1532-950X.2009.00517.x
10.1002/dta.1697,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/dta.1697
10.1002/btpr.1742,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/btpr.1742
10.3892/etm.2015.2547,https://www.spandidos-publications.com/
10.1111/1467-8551.12111,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/1467-8551.12111
10.4171/ifb/344,http://www.ems-ph.org/journals/show_abstract.php?issn=1463-9963&vol=17&iss=3&rank=2
10.1002/hbm.21193,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/hbm.21193
10.1111/j.1654-1103.2011.01366.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1654-1103.2011.01366.x
10.1002/we.1787,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/we.1787
10.1002/bmc.1290,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/bmc.1290
10.1002/mame.201300442,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/mame.201300442
10.1070/qe2011v041n08abeh014648,http://mr.crossref.org/iPage?doi=10.1070%2FQE2011v041n08ABEH014648
10.1111/acel.12172,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/acel.12172
10.1111/j.1742-481x.2010.00714.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1742-481X.2010.00714.x
10.1002/zoo.21162,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/zoo.21162
10.1002/hep.24422,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/hep.24422
10.1002/jcb.22310,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jcb.22310
10.1111/bju.12062,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/bju.12062
10.1111/gbb.12204,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/gbb.12204
10.1111/j.1365-2095.2010.00816.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2095.2010.00816.x
10.1111/asj.12314,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/asj.12314
10.1111/1365-2664.12092,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/1365-2664.12092
10.1590/s1413-41522014019000001026,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522014000300207&lng=pt&tlng=pt
10.1002/mop.28332,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/mop.28332
10.1002/app.42272,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/app.42272
10.2528/pier11110503,http://www.jpier.org/PIER/pier.php?paper=11110503
10.1590/0074-02760150286,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762015000801017&lng=en&tlng=en
10.1111/1475-6773.12121,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/1475-6773.12121
10.1002/app.35128,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/app.35128
10.1002/marc.201100177,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/marc.201100177
10.1002/adfm.201401392,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/adfm.201401392
10.1111/j.1529-8027.2012.00379.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1529-8027.2012.00379.x
10.1002/jbm.a.34284,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jbm.a.34284
10.2298/gensr1303717o,http://www.doiserbia.nb.rs/Article.aspx?ID=0534-00121303717O&AspxAutoDetectCookieSupport=1
10.3892/or.2011.1608,https://www.spandidos-publications.com/
